Height,Width,Thickness,Efficiency,Cleaned Efficiency,Model,N/A,N/A,N/A,Power output
1482,992,35,14.3,14.3,Sfera 210,NaN,NaN,,0
1580,808,35,12.9,12.9,Sfera 165,NaN,NaN,,0
1482,992,35,12.2,12.2,Sfera 180,NaN,NaN,,0
1580,808,35,12.5,12.5,Sfera 160,NaN,NaN,,0
1580,1068,40,13,13,Sfera 220,NaN,NaN,,0
1482,992,35,12.9,12.9,Sfera 190,NaN,NaN,,0
1591,810,50,11.6,11.6,LNSP-150,NaN,NaN,,0
1494,992,42,12.8,12.8,LNPV-156*156-54F/C 190,NaN,NaN,,0
1590,808,42,13.2,13.2,LNPV-125*125-F/C 170p,NaN,NaN,,0
1494,992,42,12.1,12.1,LNPV-156*156-54F/C 180,NaN,NaN,,0
1494,992,42,12.5,12.5,LNPV-156*156-54F/C 185,NaN,NaN,,0
1587,790,40,12,12,LS-150,NaN,NaN,,0
1494,992,42,13.5,13.5,LNPV-156*156-54F/C 200,NaN,NaN,,0
1494,992,42,14.2,14.2,LNPV-156*156-54F/C 210,NaN,NaN,,0
1652,992,50,12.8,12.8,LNPV-156*156-60F/C 210,NaN,NaN,,0
1494,992,42,13.8,13.8,LNPV-156*156-54F/C 205,NaN,NaN,,0
1652,992,50,14,14,LNPV-156*156-60F/C 230,NaN,NaN,,0
1652,992,50,14.6,14.6,LNPV-156*156-60F/C 240,NaN,NaN,,0
1590,808,42,13.2,13.2,LNPV-125*125-F/C 170m,NaN,NaN,,0
1590,808,42,12.1,12.1,LNPV-125*125-F/C 155m,NaN,NaN,,0
1652,992,50,13.4,13.4,LNPV-156*156-60F/C 220,NaN,NaN,,0
1590,808,42,12.1,12.1,LNPV-125*125-F/C 155p,NaN,NaN,,0
1652,992,50,13.1,13.1,LNPV-156*156-60F/C 215,NaN,NaN,,0
1590,808,42,13.6,13.6,LNPV-125*125-F/C 175p,NaN,NaN,,0
1492,676,42,11.9,11.9,LNPV-156*156-36F/C 120,NaN,NaN,,0
1590,808,42,12.8,12.8,LNPV-125*125-F/C 165m,NaN,NaN,,0
1590,808,42,14,14,LNPV-125*125-F/C 180p,NaN,NaN,,0
1520,660,50,11.5,11.5,LNSP-115,NaN,NaN,,0
1590,808,42,12.5,12.5,LNPV-125*125-F/C 160p,NaN,NaN,,0
1494,992,42,13.2,13.2,LNPV-156*156-54F/C 195,NaN,NaN,,0
1590,808,42,13.6,13.6,LNPV-125*125-F/C 175m,NaN,NaN,,0
1652,992,50,14.3,14.3,LNPV-156*156-60F/C 235,NaN,NaN,,0
1652,992,50,13.7,13.7,LNPV-156*156-60F/C 225,NaN,NaN,,0
1206,556,42,11.9,11.9,LNPV-125*125-36F/C 80,NaN,NaN,,0
1590,808,42,12.8,12.8,LNPV-125*125-F/C 165p,NaN,NaN,,0
1204,550,40,11.3,11.3,LNSP-75,NaN,NaN,,0
1590,808,42,12.5,12.5,LNPV-125*125-F/C 160m,NaN,NaN,,0
1590,808,42,14,14,LNPV-125*125-F/C 180m,NaN,NaN,,0
1580,808,35,13.3,13.3,MP-170,NaN,NaN,,0
1580,808,35,13.3,13.3,PP-170,NaN,NaN,,0
1963,995,50,14.3,14.3,Eco 280,NaN,NaN,,0
1579,807,40,12.9,12.9,JLM165S-I,NaN,NaN,,0
1579,807,40,14.5,14.5,JLM185S-I,NaN,NaN,,0
1579,807,40,13.7,13.7,JLM175S-I,NaN,NaN,,0
1316,993,46,13.8,13.8,BN-180S,NaN,NaN,,0
1576,827,46,13.8,13.8,BN-180L,NaN,NaN,,0
1630,993,50,12,12,BN-195DJ,NaN,NaN,,0
1454,670,40,10.3,10.3,BN-100D,NaN,NaN,,0
1454,670,40,10.3,10.3,BN-100M,NaN,NaN,,0
1580,1069,46,14.2,14.2,GYS-240C,NaN,NaN,,0
1580,1069,46,13,13,GYS-220C,NaN,NaN,,0
1207,543,40,13,13,GYS-85C,NaN,NaN,,0
1207,543,40,13.7,13.7,GYS-90C,NaN,NaN,,0
1580,1069,46,13.6,13.6,GYS-230C (230),NaN,NaN,,0
1316,992,46,13.8,13.8,GYS-180D,NaN,NaN,,0
1596,992,46,16.4,16.4,GYS-260D,NaN,NaN,,0
1580,808,46,13.7,13.7,GYS-175C,NaN,NaN,,0
1575,825,46,13.1,13.1,GYS-170C,NaN,NaN,,0
1575,825,46,13.1,13.1,GYS-165C (170),NaN,NaN,,0
1580,808,46,13.7,13.7,GYS-165C (175),NaN,NaN,,0
1575,825,46,12.7,12.7,GYS-165C (165),NaN,NaN,,0
1596,992,46,17.1,17.1,GYS-270D (270),NaN,NaN,,0
1575,825,46,13.9,13.9,GYS-180C,NaN,NaN,,0
1580,808,46,14.1,14.1,GYS-165C (180),NaN,NaN,,0
1316,992,46,13.8,13.8,GYS-165D (180),NaN,NaN,,0
1956,992,46,13.4,13.4,GYS-270D (260),NaN,NaN,,0
1596,992,46,17.7,17.7,GYS-280D,NaN,NaN,,0
1956,992,46,14.4,14.4,GYS-270D (280),NaN,NaN,,0
1207,543,40,13,13,GYS-80C (85),NaN,NaN,,0
1580,1069,46,14.2,14.2,GYS-230C (240),NaN,NaN,,0
1207,543,40,13.7,13.7,GYS-80C (90),NaN,NaN,,0
1207,543,40,12.2,12.2,GYS-80C (80),NaN,NaN,,0
1580,1069,46,13,13,GYS-230C (220),NaN,NaN,,0
1575,826,46,13.5,13.5,S-180C(175),NaN,NaN,,0
1956,992,50,13.9,13.9,S‐270D,NaN,NaN,,0
1956,992,50,14.9,14.9,S-290C,NaN,NaN,,0
NaN,null,null,12.3,12.3,S-165DJ-C (160 W),NaN,NaN,,0
1309,985,10,8.9,8.9,S-115E(115),NaN,NaN,,0
1497,660,46.5,13.7,13.7,S-135C,NaN,NaN,,0
1650,992,46,13.4,13.4,S-220D,NaN,NaN,,0
1956,992,50,14.2,14.2,S-275C,NaN,NaN,,0
NaN,null,null,10.3,10.3,S-165D (135 W),NaN,NaN,,0
NaN,null,null,13.5,13.5,S-165DJ-C (175 W),NaN,NaN,,0
NaN,null,null,13.1,13.1,S-165DJ-C (170 W),NaN,NaN,,0
1476,650,46,12.5,12.5,S-120D,NaN,NaN,,0
1318,994,46,13,13,S-180C-A(170),NaN,NaN,,0
1650,992,46,13.7,13.7,S-225C,NaN,NaN,,0
1207,543,46.5,13.7,13.7,S-90C,NaN,NaN,,0
1956,992,50,13.9,13.9,S-270C,NaN,NaN,,0
1318,994,46,13.4,13.4,S-165D(175),NaN,NaN,,0
1650,992,46,14.1,14.1,S-230C,NaN,NaN,,0
1956,992,50,14.7,14.7,S-285C,NaN,NaN,,0
1309,985,10,10.1,10.1,S-115E(130),NaN,NaN,,0
1650,992,46,14.4,14.4,S-235C,NaN,NaN,,0
NaN,null,null,12.6,12.6,S-165D (165 W),NaN,NaN,,0
NaN,null,null,12.7,12.7,S-165DJ-C (165 W),NaN,NaN,,0
1650,992,46,13.7,13.7,S-225D,NaN,NaN,,0
NaN,null,null,11.1,11.1,S-165D (145 W),NaN,NaN,,0
1318,994,46,14.5,14.5,S-180C-A(190),NaN,NaN,,0
1575,826,46,11.9,11.9,S-165D-A(155),NaN,NaN,,0
1497,660,46.5,12.7,12.7,S-125DJ,NaN,NaN,,0
1309,985,10,9.7,9.7,S-115E(125),NaN,NaN,,0
1650,992,46,14.4,14.4,S-235D,NaN,NaN,,0
NaN,null,null,14.7,14.7,S-165DJ-C (190 W),NaN,NaN,,0
1318,994,46,13.7,13.7,S-180C-A(180),NaN,NaN,,0
1575,826,46,13.8,13.8,S-180C(180),NaN,NaN,,0
1965,994,46,13.8,13.8,S-270C,NaN,NaN,,0
1956,992,50,14.2,14.2,S‐275D,NaN,NaN,,0
1318,994,46,11.8,11.8,S-165D(155),NaN,NaN,,0
1573,824,46.5,12.7,12.7,S-165DJ-T,NaN,NaN,,0
1956,992,50,14.4,14.4,S‐280D,NaN,NaN,,0
NaN,null,null,13.9,13.9,S-165DJ-C (180 W),NaN,NaN,,0
1318,994,46,12.6,12.6,S-165D(165),NaN,NaN,,0
2000,1000,12,9.4,9.4,S-188E,NaN,NaN,,0
NaN,null,null,13.1,13.1,S-165DJ-T (170 W),NaN,NaN,,0
1956,992,50,14.7,14.7,S‐285D,NaN,NaN,,0
NaN,null,null,14.3,14.3,S-165DJ-C (185 W),NaN,NaN,,0
1575,826,46,12.7,12.7,S-165D-A(165),NaN,NaN,,0
1575,826,46,13.5,13.5,S-165D-A(175),NaN,NaN,,0
NaN,null,null,12,12,165 DJ-TR (155 W),NaN,NaN,,0
1956,992,50,14.4,14.4,S-280C,NaN,NaN,,0
1650,992,46,14.1,14.1,S-230D,NaN,NaN,,0
1650,992,46,14.7,14.7,S-240D,NaN,NaN,,0
1650,992,46,15,15,S-245C,NaN,NaN,,0
1965,994,46,13.3,13.3,S-260D,NaN,NaN,,0
2000,1000,12,9,9,S-180F,NaN,NaN,,0
NaN,null,null,12.3,12.3,S-165D (160 W),NaN,NaN,,0
1573,824,46.5,12.7,12.7,S-165DJ-C,NaN,NaN,,0
1650,992,46,14.7,14.7,S-240C,NaN,NaN,,0
1956,992,50,13.7,13.7,S‐265D,NaN,NaN,,0
1575,826,46,13.1,13.1,S-180C(170),NaN,NaN,,0
1309,985,10,9.3,9.3,S-115E(120),NaN,NaN,,0
NaN,null,null,11.9,11.9,S-165D (155 W),NaN,NaN,,0
1410,1110,35,6.4,6.4,ST-100A,NaN,NaN,,0
1580,1068,40,13,13,ST-220W,NaN,NaN,,0
1580,1068,40,14.8,14.8,ST-250W,NaN,NaN,,0
1580,808,40,13.3,13.3,ST-170W,NaN,NaN,,0
1455,1068,40,12.2,12.2,ST-190W,NaN,NaN,,0
1580,1068,40,13.6,13.6,ST-230W,NaN,NaN,,0
1455,1068,40,12.9,12.9,ST-200W,NaN,NaN,,0
1580,808,40,12.5,12.5,ST-160W,NaN,NaN,,0
1580,1068,40,14.2,14.2,ST-240W,NaN,NaN,,0
1580,808,40,14.1,14.1,ST-180W,NaN,NaN,,0
1455,1068,40,13.5,13.5,ST-210W,NaN,NaN,,0
1652,994,40,14,14,TSM60-156M(230),NaN,NaN,,0
1574,825,40,13.1,13.1,TSM-160M(170),NaN,NaN,,0
1334,1065,40,12.3,12.3,TSM48-156M(175),NaN,NaN,,0
1602,1061,50,12.9,12.9,TSM96-125M(220),NaN,NaN,,0
1334,994,40,13.2,13.2,TSM48-175M(175),NaN,NaN,,0
1334,1065,40,11.6,11.6,TSM48-156M(165),NaN,NaN,,0
1652,994,40,13.4,13.4,TSM60-220M(220),NaN,NaN,,0
1652,994,40,13.4,13.4,TSM60-156M(220),NaN,NaN,,0
1334,1065,40,12,12,TSM48-156M(170),NaN,NaN,,0
1334,1065,40,12.7,12.7,TSM48-156M(180),NaN,NaN,,0
1580,808,40,14.1,14.1,TSM-160M(180),NaN,NaN,,0
1334,994,40,13.6,13.6,TSM48-175M(180),NaN,NaN,,0
1652,994,40,12.8,12.8,TSM60-156M(210),NaN,NaN,,0
1574,825,40,13.5,13.5,TSM-160M(175),NaN,NaN,,0
1602,1061,50,12.4,12.4,TSM96-125M(210),NaN,NaN,,0
1602,1061,50,13.5,13.5,TSM96-125M(230),NaN,NaN,,0
1652,994,40,14,14,TSM60-220M(230),NaN,NaN,,0
1334,994,40,12.8,12.8,TSM48-175M(170),NaN,NaN,,0
1574,825,40,12.7,12.7,TSM-160M(165),NaN,NaN,,0
1652,994,40,12.8,12.8,TSM60-220M(210),NaN,NaN,,0
1602,1061,50,14.1,14.1,TSM96-125M(240),NaN,NaN,,0
1575,826,46,13.5,13.5,NT-R5E3E,NaN,NaN,,0
1409,1009,46,8.5,8.5,NA-F121G5,NaN,NaN,,0
NaN,null,null,12.2,12.2,ND-Q0E3E,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-Q5E3E,NaN,NaN,,0
1409,1009,46,7.7,7.7,NA-F110(A5),NaN,NaN,,0
1009,1409,46,8.1,8.1,NA-V115H5,NaN,NaN,,0
1009,1409,46,8.1,8.1,NA-V115H1,NaN,NaN,,0
1318,994,46,12.4,12.4,NDQ2E3E,NaN,NaN,,0
1318,994,40,11.3,11.3,ND-M8E3ZF,NaN,NaN,,0
1328,994,58,13.3,13.3,ND-176U1Y,NaN,NaN,,0
1499,662,46,13.1,13.1,ND-130UJF,NaN,NaN,,0
1481,994,58,12.7,12.7,ND-187U1,NaN,NaN,,0
1409,1009,46,8.5,8.5,NA-F121(A5),NaN,NaN,,0
1009,1409,46,8.5,8.5,NA-V121H1,NaN,NaN,,0
1318,994,58,12.4,12.4,ND-162U1Y,NaN,NaN,,0
1575,826,46,14.2,14.2,NT-S5E2E,NaN,NaN,,0
1328,994,58,13.3,13.3,ND-176UC1,NaN,NaN,,0
1200,530,35,12.6,12.6,NE-80E1U,NaN,NaN,,0
1318,994,46,14.1,14.1,NU-S5 (E3E),NaN,NaN,,0
1652,994,46,12.8,12.8,ND-V0E3AF,NaN,NaN,,0
1318,994,46,14.1,14.1,NU-185 (E1),NaN,NaN,,0
1575,826,46,13.1,13.1,NT-R0E3E,NaN,NaN,,0
1409,1009,46,9,9,NA-F128G5,NaN,NaN,,0
1575,826,46,13.8,13.8,NT-180U1,NaN,NaN,,0
1491,994,58,12.1,12.1,NU-U208FC,NaN,NaN,,0
1318,994,46,12.7,12.7,ND-167U3A,NaN,NaN,,0
1499,662,46,12.4,12.4,ND-L3E1U,NaN,NaN,,0
1318,994,46,13.7,13.7,NU-S0E3Z,NaN,NaN,,0
1409,1009,46,8.5,8.5,NA-V121HR,NaN,NaN,,0
1640,994,46,14.4,14.4,ND-U235Q2,NaN,NaN,,0
1640,994,46,14.1,14.1,ND-U230Q1,NaN,NaN,,0
1318,994,46,12.1,12.1,ND-158E1,NaN,NaN,,0
1318,994,46,14.1,14.1,NU-S5E3E,NaN,NaN,,0
NaN,null,null,11.3,11.3,ND-N8E3ZB,NaN,NaN,,0
1640,994,58,14.1,14.1,ND-U230C1,NaN,NaN,,0
NaN,null,null,12.1,12.1,ND-P8E3EF,NaN,NaN,,0
1499,396,34,10.4,10.4,ND-62RU1F,NaN,NaN,,0
1640,994,58,12.8,12.8,ND-208U1,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-Q2E3ED,NaN,NaN,,0
1491,994,58,12.6,12.6,ND-187Uc1,NaN,NaN,,0
1318,994,46,13.7,13.7,NU-180E1,NaN,NaN,,0
NaN,null,null,11.4,11.4,ND-150E1,NaN,NaN,,0
NaN,null,null,11.8,11.8,ND-P5E3EP,NaN,NaN,,0
1588,1092,58,12.7,12.7,ND-187U1F,NaN,NaN,,0
1575,826,46,13.1,13.1,NT-170E1,NaN,NaN,,0
1328,994,58,13.6,13.6,NU-U180FC,NaN,NaN,,0
1640,994,58,12.8,12.8,ND-208U1F,NaN,NaN,,0
1499,396,34,12.5,12.5,ND-60RU1,NaN,NaN,,0
1498,396,34,10.5,10.5,ND-62RU2,NaN,NaN,,0
1200,537,46,12.5,12.5,NE-80U1,NaN,NaN,,0
1640,994,58,14.1,14.1,NU-U230F3,NaN,NaN,,0
1640,998,58,14.4,14.4,NU-U235F4,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-Q5E2U,NaN,NaN,,0
1409,1009,46,9,9,NA-F128(G5),NaN,NaN,,0
NaN,null,null,11.3,11.3,ND-N8E3ZF,NaN,NaN,,0
1575,826,46,14.2,14.2,NT-185U1,NaN,NaN,,0
1200,802,55,17.4,17.4,NT-167AK,NaN,NaN,,0
1640,994,58,13.7,13.7,ND-224U2,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-Q5E2E,NaN,NaN,,0
1318,994,46,12.7,12.7,ND-167U3,NaN,NaN,,0
1009,1409,46,9.5,9.5,NA-V135H5,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-162E1F,NaN,NaN,,0
1200,537,46,12.6,12.6,NE-80EJE,NaN,NaN,,0
1640,994,58,14.4,14.4,NU-U235F1,NaN,NaN,,0
1200,480,35,12.5,12.5,NT50A72E/S,NaN,NaN,,0
1575,826,46,14.2,14.2,NT-S5E1U,NaN,NaN,,0
1640,994,58,12.8,12.8,ND-208UC1,NaN,NaN,,0
1200,802,46,13,13,NE-L5E3H,NaN,NaN,,0
1409,1009,46,8.5,8.5,NA-F121(G5),NaN,NaN,,0
1409,1009,46,9,9,NA-F128(H5),NaN,NaN,,0
1640,994,46,14.4,14.4,ND-U235Q1,NaN,NaN,,0
1318,994,46,14.1,14.1,NU-185E1,NaN,NaN,,0
1318,994,46,12.2,12.2,ND-Q0E7H,NaN,NaN,,0
1652,994,46,12.2,12.2,ND-F200A1,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-Q2E3EF,NaN,NaN,,0
1009,1409,46,9,9,NA-V128H1,NaN,NaN,,0
1318,994,46,12.7,12.7,ND-167U1F,NaN,NaN,,0
1409,1009,46,8.5,8.5,NA-F121(H5),NaN,NaN,,0
1318,994,46,13,13,ND-170E1F,NaN,NaN,,0
1575,826,46,13.5,13.5,NT-R5E2E,NaN,NaN,,0
NaN,null,null,12.4,12.4,ND-L3E6E,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-165U5,NaN,NaN,,0
1640,994,58,13.7,13.7,ND-U224C1,NaN,NaN,,0
1575,826,46,13.5,13.5,NT-175UC1,NaN,NaN,,0
NaN,null,null,11.9,11.9,NE-36K5F,NaN,NaN,,0
1318,994,46,12.2,12.2,ND160E1,NaN,NaN,,0
1640,994,58,13.3,13.3,ND-U216C1,NaN,NaN,,0
1575,826,46,12.8,12.8,NE-Q7E3E,NaN,NaN,,0
NaN,null,null,11.4,11.4,ND-P0E3T,NaN,NaN,,0
1640,994,58,13.7,13.7,ND-224U1F,NaN,NaN,,0
1409,1009,46,8.1,8.1,NA-F115(G5),NaN,NaN,,0
1652,994,46,14,14,ND-F230A1,NaN,NaN,,0
1318,994,46,13.7,13.7,NU-S0 (E3Z),NaN,NaN,,0
1575,826,46,12.5,12.5,NE-Q2E3E,NaN,NaN,,0
1575,826,46,13.5,13.5,NT-175U1,NaN,NaN,,0
1640,994,46,14.1,14.1,ND-U230Q2,NaN,NaN,,0
1491,994,58,12.3,12.3,ND-200U1,NaN,NaN,,0
1318,994,46,13.4,13.4,ND-175E1F,NaN,NaN,,0
1200,530,35,12.6,12.6,NE-80E4H,NaN,NaN,,0
1318,994,46,12.7,12.7,ND-167U1,NaN,NaN,,0
1409,1009,46,9,9,NA-V128HR,NaN,NaN,,0
1499,662,46,12.4,12.4,ND-L3EJE,NaN,NaN,,0
1652,994,46,12.8,12.8,ND-210E1F,NaN,NaN,,0
NaN,null,null,11.7,11.7,ND-P3E3ZB,NaN,NaN,,0
1652,994,46,13.4,13.4,ND-F220A1,NaN,NaN,,0
1640,994,58,12.3,12.3,ND-200U1F,NaN,NaN,,0
1640,994,46,14.1,14.1,ND-V230A1,NaN,NaN,,0
1491,994,57.5,13.4,13.4,ND-198U1F,NaN,NaN,,0
1009,1409,46,10,10,NA-V142H5,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-162U1F,NaN,NaN,,0
1499,662,46,12.4,12.4,ND-123UJF,NaN,NaN,,0
1640,994,58,12.3,12.3,ND-200U2,NaN,NaN,,0
1499,662,46,12.6,12.6,ND-L5E6E,NaN,NaN,,0
1652,994,46,13.4,13.4,ND-220E1F,NaN,NaN,,0
1640,994,58,12.8,12.8,ND-208U2,NaN,NaN,,0
1318,994,46,12.7,12.7,ND-167U1Y,NaN,NaN,,0
1318,994,46,13.7,13.7,NU-S0E3E,NaN,NaN,,0
1575,826,46,11.5,11.5,NE-P0E3Z,NaN,NaN,,0
1499,662,46,12.9,12.9,ND-L3EJEA,NaN,NaN,,0
1214,545,36,12.1,12.1,NE-80E1EJ,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-Q5E3H,NaN,NaN,,0
1318,994,46,13.5,13.5,NU-R5E3Z,NaN,NaN,,0
1409,1009,46,8.1,8.1,NA-F115(H5),NaN,NaN,,0
1640,994,58,13.3,13.3,ND-216UC1,NaN,NaN,,0
NaN,null,null,10.5,10.5,NE-53Y1N,NaN,NaN,,0
1409,1009,46,8.1,8.1,NA-F115(A5),NaN,NaN,,0
1640,994,58,13.3,13.3,ND-216U1F,NaN,NaN,,0
1200,537,46,12.4,12.4,NE-80EJEA,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-162U1,NaN,NaN,,0
1499,396,34,10.4,10.4,ND-62RU1,NaN,NaN,,0
1652,994,46,12.8,12.8,ND-F210A1,NaN,NaN,,0
1009,1409,46,8.5,8.5,NA-V121H5,NaN,NaN,,0
1652,994,46,14.3,14.3,NU-E235E1,NaN,NaN,,0
1200,537,46,12.4,12.4,NE-80E2EA,NaN,NaN,,0
1200,530,35,12.6,12.6,NE-80E2E,NaN,NaN,,0
1318,994,46,11.8,11.8,ND-155E1P,NaN,NaN,,0
1575,826,46,12.7,12.7,NE-165U1,NaN,NaN,,0
1575,826,46,13.1,13.1,NE-170U1,NaN,NaN,,0
1575,826,46,12.3,12.3,NE-160U1,NaN,NaN,,0
1575,826,46,13.5,13.5,NT-R5E3H,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-162E1,NaN,NaN,,0
1409,1009,46,9.5,9.5,NA-F135G5,NaN,NaN,,0
1318,994,46,11.3,11.3,ND-N8E3EF,NaN,NaN,,0
1009,1409,46,9.5,9.5,NA-V135H1,NaN,NaN,,0
1009,1409,46,9,9,NA-V128H5,NaN,NaN,,0
1318,994,46,12.2,12.2,ND-Q0E6E,NaN,NaN,,0
1640,994,58,13.3,13.3,ND-216U2,NaN,NaN,,0
1318,994,46,12.4,12.4,ND-162E1D,NaN,NaN,,0
1640,994,58,13.7,13.7,ND-224UC1,NaN,NaN,,0
1318,994,46,13,13,NU-R0E3E,NaN,NaN,,0
1640,994,58,12.6,12.6,ND-205U1,NaN,NaN,,0
1318,994,46,12.1,12.1,ND-158E1F,NaN,NaN,,0
1575,826,46,13.5,13.5,NT-175E1,NaN,NaN,,0
1640,994,58,14.4,14.4,NU-U235F3,NaN,NaN,,0
1200,802,46,14.8,14.8,NE-142AN,NaN,NaN,,0
1652,994,46,12.2,12.2,ND-200E1F,NaN,NaN,,0
1640,994,58,14.8,14.8,NU-U240F1,NaN,NaN,,0
1613,851,14,12.7,12.7,Shell PowerMax Ultra 175 -LCA,NaN,NaN,,0
NaN,null,null,12.1,12.1,Plus 160-LCA,NaN,NaN,,0
NaN,null,null,13.3,13.3,Ultra 175-P,NaN,NaN,,0
NaN,null,null,13.3,13.3,Ultra 175-LCB,NaN,NaN,,0
NaN,null,null,12.3,12.3,Shell PowerMax Plus 160 -LCB,NaN,NaN,,0
1622,814,40,13.3,13.3,Shell PowerMax Ultra 175 -PC,NaN,NaN,,0
NaN,null,null,13.3,13.3,Ultra 175-C,NaN,NaN,,0
NaN,null,null,8.5,8.5,ST 36,NaN,NaN,,0
1622,814,40,12.5,12.5,Shell PowerMax Ultra 165 -PC,NaN,NaN,,0
1220,850,54,11.1,11.1,Shell S115,NaN,NaN,,0
1220,850,54,10.1,10.1,Shell S105-C,NaN,NaN,,0
1328,710,62,10.1,10.1,ACN 2000E,NaN,NaN,,0
NaN,null,null,10.4,10.4,RSM 100,NaN,NaN,,0
NaN,null,null,10.1,10.1,S 105,NaN,NaN,,0
NaN,null,null,9.8,9.8,SP 130,NaN,NaN,,0
NaN,null,null,11.4,11.4,SP 150 (-C),NaN,NaN,,0
1328,710,62,10.4,10.4,RSM 100 Photowatt,NaN,NaN,,0
1328,710,65,10.1,10.1,RSM 95 AC,NaN,NaN,,0
NaN,null,null,12.5,12.5,Plus 165-C,NaN,NaN,,0
1622,814,40,12.1,12.1,Shell SQ 160-PC,NaN,NaN,,0
1316,660,40,11.5,11.5,Shell SM100-12,NaN,NaN,,0
NaN,null,null,9.3,9.3,Eclipse 80-C,NaN,NaN,,0
1613,851,14,12,12,Shell PowerMax Ultra 165 -LCA,NaN,NaN,,0
NaN,null,null,11.1,11.1,S 115,NaN,NaN,,0
1220,580,54,9.9,9.9,Shell S70-C,NaN,NaN,,0
1622,814,40,12.5,12.5,Shell PowerMax Ultra 165 -C,NaN,NaN,,0
1293,675,62,10.9,10.9,IRS 95 ACN,NaN,NaN,,0
1220,850,50,10.6,10.6,RSM 110 ACN, 110 W,NaN,,0
1293,675,62,11.2,11.2,IRS 100 MA,NaN,NaN,,0
1622,814,40,11.4,11.4,Shell SP 150-PC,NaN,NaN,,0
1622,814,40,11.7,11.7,Shell PowerMax Ultra 155-C,NaN,NaN,,0
NaN,null,null,11.5,11.5,SM 100-12,NaN,NaN,,0
NaN,null,null,11.4,11.4,Plus 150-LCB,NaN,NaN,,0
NaN,null,null,12.5,12.5,Ultra 165-C,NaN,NaN,,0
1220,580,25,8.5,8.5,Shell S60,NaN,NaN,,0
1220,580,54,10.6,10.6,Shell S75-C,NaN,NaN,,0
1220,850,20,10.1,10.1,Shell S105-AC,NaN,NaN,,0
NaN,null,null,11.7,11.7,Plus 155-C,NaN,NaN,,0
1311,656,48,9.3,9.3,Shell PowerMax Eclipse 80-C,NaN,NaN,,0
1200,527,34,11.1,11.1,Shell SQ 70,NaN,NaN,,0
1328,701,62,10.7,10.7,SM 400 S,NaN,NaN,,0
NaN,null,null,11.7,11.7,Plus 155-LCA,NaN,NaN,,0
NaN,null,null,5.2,5.2,S 37,NaN,NaN,,0
1622,814,40,10.6,10.6,Shell SQ 140-C,NaN,NaN,,0
NaN,null,null,9.4,9.4,ST 40,NaN,NaN,,0
NaN,null,null,13.3,13.3,SY170-C,NaN,NaN,,0
1328,710,62,10.6,10.6,ACN 3000E, 100 W,NaN,,0
1613,851,14,11.7,11.7,Shell PowerMax Plus 160 -LCA,NaN,NaN,,0
1316,660,40,11.5,11.5,Shell SM100-24P,NaN,NaN,,0
1220,850,54,11.1,11.1,Shell S115-C,NaN,NaN,,0
1293,329,35,12.9,12.9,Shell SM55,NaN,NaN,,0
NaN,null,null,10.6,10.6,S 75,NaN,NaN,,0
1220,580,54,9.2,9.2,Shell S65,NaN,NaN,,0
NaN,null,null,11.5,11.5,Shell PowerMax Plus 150 -LCB,NaN,NaN,,0
NaN,null,null,11.1,11.1,SQ 70,NaN,NaN,,0
NaN,null,null,11.7,11.7,Plus 155-LCB,NaN,NaN,,0
1220,580,54,9.9,9.9,Shell S70,NaN,NaN,,0
NaN,null,null,11.4,11.4,Plus 150,NaN,NaN,,0
NaN,null,null,12.5,12.5,SM 50-H,NaN,NaN,,0
1328,701,65,10.2,10.2,SM 400 S / AC,NaN,NaN,,0
1613,851,14,10.2,10.2,Shell SQ 140-LCA,NaN,NaN,,0
1316,660,40,12.7,12.7,Shell SM110 -24C,NaN,NaN,,0
NaN,null,null,11.5,11.5,SM 100-24P,NaN,NaN,,0
NaN,null,null,11,11,Plus 145-LCA,NaN,NaN,,0
1622,814,40,12.1,12.1,Shell SQ 160-C,NaN,NaN,,0
1622,814,40,10.6,10.6,Shell SP 140-PC,NaN,NaN,,0
NaN,null,null,12.1,12.1,SQ 160 -PC,NaN,NaN,,0
NaN,null,null,12.1,12.1,Plus 160,NaN,NaN,,0
1200,527,34,13.4,13.4,Shell PowerMax Ultra 85-P,NaN,NaN,,0
NaN,null,null,10.6,10.6,SQ 140 (-C),NaN,NaN,,0
NaN,null,null,11.4,11.4,Plus 150-C,NaN,NaN,,0
NaN,null,null,12.5,12.5,Ultra 165-P,NaN,NaN,,0
NaN,null,null,11.4,11.4,Plus 150-LCA,NaN,NaN,,0
NaN,null,null,12.5,12.5,Ultra 165-LCB,NaN,NaN,,0
NaN,null,null,12.5,12.5,Plus 165-LCB,NaN,NaN,,0
1622,814,40,11.4,11.4,Shell SQ 150-C,NaN,NaN,,0
